energy-kcal_100g,energy_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,salt_100g,sodium_100g,fruits-vegetables-nuts-estimate-from-ingredients_100g
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567.0,2372.0,46.67,8.33,30.0,6.67,16.67,1.016,0.4064,73.984
567.0,2372.0,43.33,6.67,30.0,6.67,16.67,1.35382,0.541528,95.26163
533.0,2230.0,46.67,3.33,23.33,3.33,20.0,2.032,0.8128,81.458
533.0,2230.0,30.0,26.67,53.33,6.67,6.67,0.0,0.0,100.0
356.0,1490.0,6.67,0.0,64.44,11.11,13.33,0.01016,0.004064,0.0
500.0,2092.0,35.0,25.0,52.5,37.5,5.0,0.127,0.0508,50.0
500.0,2092.0,32.14,10.71,46.43,35.71,14.29,0.0,0.0,41.5178571428571
451.0,1887.0,21.57,3.92,58.82,3.92,11.76,0.27432,0.109728,35.4166666666667
400.0,1674.0,9.09,0.91,70.91,29.09,10.91,0.04572,0.018288,21.1805555555556
375.0,1569.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
500.0,2092.0,28.57,5.36,55.36,23.21,10.71,0.0,0.0,13.9421735491072
660.0,2761.0,65.0,57.0,24.0,7.0,6.0,0.09398,0.037592,100.0
333.0,1393.0,0.0,0.0,62.22,2.22,22.22,0.0,0.0,100.0
362.0,1515.0,2.13,0.0,72.34,0.0,12.77,0.0,0.0,0.0
319.0,1335.0,2.13,0.0,68.09,0.0,12.77,0.0,0.0,0.0
464.0,1941.0,17.86,2.68,64.29,21.43,10.71,0.04572,0.018288,0.134277343750007
525.0,2197.0,35.0,15.0,50.0,37.5,7.5,1.651,0.6604,18.75
418.0,1749.0,14.55,1.82,65.45,21.82,12.73,0.0,0.0,8.03571428571429
489.0,2046.0,32.14,3.57,42.86,0.0,14.29,0.04572,0.018288,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459.0,1920.0,35.0,4.3,16.0,0.5,16.0,1.4,0.56,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,105.0,42.75,17.275,0.475,0.075,13.05,1.1,0.44,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549.0,2297.0,35.0,2.6,46.0,39.0,9.8,0.1,0.04,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465.0,1946.0,39.5,6.0,41.0,40.2,0.0,0.2,0.08,0.0
356.0,1490.0,0.0,0.0,64.44,4.44,26.67,0.08382,0.033528,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385.0,1611.0,0.0,0.0,92.0,61.0,5.0,0.0,0.0,0.0
319.0,1335.0,5.32,0.0,53.19,8.51,17.02,0.05334,0.021336,100.0
378.0,1582.0,1.11,0.0,68.89,0.0,28.89,0.05588,0.022352,100.0
167.0,699.0,0.0,0.0,63.89,2.78,22.22,0.17526,0.070104,0.0
400.0,1674.0,0.0,0.0,66.67,2.22,24.44,0.04572,0.018288,0.0
378.0,1582.0,1.11,0.0,66.67,0.0,28.89,0.01778,0.007112,0.0
378.0,1582.0,1.11,0.0,68.89,8.89,28.89,0.05588,0.022352,0.0
353.0,1477.0,0.98,0.0,62.75,0.0,23.53,0.0508,0.02032,100.0
333.0,1393.0,0.0,0.0,62.22,8.89,20.0,0.02794,0.011176,100.0
304.0,1272.0,0.0,0.0,54.35,2.17,19.57,0.02794,0.011176,0.0
491.0,2054.0,25.45,8.18,58.18,9.09,10.91,0.254,0.1016,7.21153846153847
470.0,1966.0,28.6,18.3,45.9,32.3,6.2,1.3,0.52,4.6875
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
455.0,1904.0,14.55,1.82,67.27,12.73,10.91,0.254,0.1016,7.21153846153846
364.0,1523.0,4.55,0.0,70.91,23.64,10.91,0.18542,0.074168,27.3003472222222
411.0,1720.0,8.93,1.79,73.21,21.43,14.29,0.0,0.0,18.75
77.0,322.0,0.4,0.1,16.8,12.3,0.4,0.01,0.004,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356.0,1490.0,1.75,0.0,71.93,0.0,14.04,0.11684,0.046736,16.6666666666667
385.0,1611.0,9.23,3.08,60.0,1.54,13.85,1.13284,0.453136,15.625
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378.0,1582.0,0.0,0.0,80.0,0.0,13.33,0.02794,0.011176,0.0
375.0,1569.0,2.68,0.0,67.86,5.36,12.5,0.0,0.0,0.0
345.0,1443.0,1.72,0.0,67.24,1.72,12.07,0.0,0.0,0.0
333.0,1393.0,1.67,0.0,70.0,0.0,13.33,0.0,0.0,0.0
310.0,1297.0,1.72,0.86,60.34,5.17,13.79,2.75844,1.103376,0.721153846153847
0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.90582,39.962328,0.0
375.0,1569.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
367.0,1536.0,0.0,0.0,76.67,0.0,10.0,0.0,0.0,0.0
452.0,1891.0,3.23,0.0,96.77,0.0,12.9,0.0,0.0,0.0
324.0,1356.0,2.94,0.0,67.65,2.94,14.71,0.0,0.0,0.0
333.0,1393.0,1.67,0.0,73.33,0.0,10.0,0.0,0.0,0.0
436.0,1824.0,10.91,0.91,74.55,25.45,9.09,0.254,0.1016,1.85537500000001
371.0,1552.0,1.43,0.0,62.86,0.0,11.43,0.0,0.0,0.0
393.0,1644.0,1.79,0.0,78.57,0.0,14.29,0.0,0.0,0.0
571.0,2389.0,42.86,7.14,25.0,14.29,25.0,0.54356,0.217424,63.5416666666667
169.0,707.0,5.6,4.5,22.7,21.6,5.8,0.1,0.04,0.0
633.0,2648.0,50.0,10.0,30.0,6.67,16.67,0.0,0.0,100.0
583.0,2439.0,50.0,6.94,22.22,0.0,16.67,0.0,0.0,0.0
583.0,2439.0,55.56,8.33,13.89,0.0,19.44,0.07112,0.028448,0.0
643.0,2690.0,57.14,3.57,14.29,0.0,21.43,1.54178,0.616712,93.83288
571.0,2389.0,50.0,7.14,17.86,3.57,28.57,1.13284,0.453136,0.0
571.0,2389.0,46.43,5.36,28.57,3.57,21.43,1.08966,0.435864,94.3181818181818
661.0,2766.0,57.14,7.14,21.43,3.57,21.43,1.08966,0.435864,0.0
607.0,2540.0,57.14,7.14,21.43,3.57,17.86,0.58928,0.235712,97.265625
520.0,2176.0,28.0,4.0,60.0,32.0,12.0,0.2032,0.08128,83.0729166666667
640.0,2678.0,64.0,6.0,12.0,0.0,16.0,0.0,0.0,100.0
530.0,2218.0,42.42,6.06,21.21,0.0,18.18,0.0,0.0,0.0
433.0,1812.0,26.67,3.33,46.67,33.33,13.33,0.127,0.0508,88.8888888888889
704.0,2946.0,70.42,7.04,14.08,3.52,10.56,0.0,0.0,0.0
667.0,2791.0,56.67,5.0,20.0,6.67,26.67,0.0,0.0,100.0
153.0,640.0,5.8,3.9,20.0,16.3,4.4,0.1,0.04,100.0
857.0,3586.0,100.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,4.0,0.0,11.6,11.176,4.4704,0.0
857.0,3586.0,100.0,7.14,0.0,0.0,0.0,0.0,0.0,100.0
56.0,234.0,0.0,0.0,5.56,0.0,11.11,13.54582,5.418328,21.4285714285714
56.0,234.0,0.0,0.0,5.56,0.0,11.11,13.26388,5.305552,21.4285714285714
333.0,1393.0,0.0,0.0,86.67,86.67,0.0,0.03302,0.013208,0.0
308.0,1289.0,1.92,0.0,51.92,5.77,25.0,2.29616,0.918464,97.70384
314.0,1314.0,1.43,0.0,57.14,8.57,22.86,1.81356,0.725424,87.5
300.0,1255.0,6.67,3.33,56.67,26.67,10.0,0.71882,0.287528,59.3976702008929
467.0,1954.0,26.67,10.0,53.33,36.67,10.0,0.21082,0.084328,87.9464285714286
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525.0,2197.0,27.5,20.0,60.0,57.5,7.5,0.09652,0.038608,7.1875
500.0,2092.0,41.18,11.76,17.65,2.94,26.47,0.97028,0.388112,70.8333333333333
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500.0,2092.0,20.0,17.5,72.5,47.5,5.0,1.143,0.4572,0.0
97.0,406.0,6.1,2.9,9.1,3.6,2.9,0.9,0.36,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.0,941.0,1.25,0.0,42.5,0.0,10.0,0.0,0.0,0.0
385.0,1611.0,7.69,1.92,65.38,0.0,15.38,0.0,0.0,0.0
385.0,1611.0,7.69,1.92,65.38,0.0,15.38,0.0,0.0,0.0
350.0,1464.0,1.7,1.25,75.0,0.0,12.5,0.03048,0.012192,0.0
341.0,1427.0,2.44,0.0,73.17,0.0,12.2,0.0,0.0,0.0
286.0,1197.0,1.79,0.0,64.29,0.0,10.71,0.0,0.0,0.0
368.0,1540.0,2.63,0.0,76.32,0.0,13.16,0.0,0.0,0.0
375.0,1569.0,6.25,0.0,67.5,0.0,12.5,0.0,0.0,5.55555555555556
418.0,1749.0,16.36,1.82,60.0,16.36,12.73,0.02286,0.009144,10.7638888888889
370.0,1548.0,2.17,0.0,73.91,0.0,13.04,0.02794,0.011176,0.0
375.0,1569.0,3.12,0.0,75.0,0.0,12.5,0.0,0.0,0.0
360.0,1506.0,4.0,0.0,72.0,0.0,12.0,0.0,0.0,0.0
340.0,1423.0,2.13,0.0,72.34,0.0,14.89,0.0,0.0,0.0
360.0,1506.0,2.0,0.0,78.0,0.0,10.0,0.02032,0.008128,0.0
200.0,837.0,3.33,0.0,66.67,0.0,13.33,0.0,0.0,0.0
333.0,1393.0,3.33,0.0,71.11,0.0,13.33,0.0,0.0,0.0
397.0,1661.0,6.9,0.0,68.97,0.0,20.69,0.0,0.0,0.0
365.0,1527.0,7.69,1.92,61.54,0.0,15.38,0.0,0.0,0.0
365.0,1527.0,7.69,1.92,38.46,0.0,15.38,0.0,0.0,0.0
32.0,134.0,8.5,5.4,1.8,1.6,5.2,3.1,1.24,0.0
425.0,1778.0,7.5,1.25,72.5,0.0,17.5,0.0,0.0,0.0
283.0,1184.0,2.17,0.0,69.57,0.0,15.22,0.0,0.0,0.0
450.0,1883.0,7.5,0.0,75.0,2.5,17.5,0.0,0.0,0.0
333.0,1393.0,3.33,0.0,77.78,0.0,6.67,0.0,0.0,0.0
356.0,1490.0,2.22,0.0,95.56,0.0,13.33,0.0,0.0,0.0
314.0,1314.0,1.96,0.0,66.67,0.0,5.88,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340.0,1423.0,3.33,1.11,73.33,2.22,11.11,0.0,0.0,9.37500000000001
532.0,2226.0,30.0,18.0,58.0,51.0,6.8000001907349,0.66000002622604,0.264000010490416,0.0
354.0,1481.0,4.17,0.0,77.08,0.0,6.25,0.0,0.0,0.0
333.0,1393.0,2.94,0.0,78.43,0.0,5.88,0.0,0.0,0.0
353.0,1477.0,0.98,0.0,78.43,0.0,7.84,0.0,0.0,0.0
356.0,1490.0,0.0,0.0,80.0,0.0,6.67,0.0,0.0,0.0
400.0,1674.0,2.22,0.0,71.11,2.22,15.56,0.02794,0.011176,0.0
347.0,1452.0,12.0,0.0,72.0,0.0,12.0,0.01778,0.007112,0.0
300.0,1255.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500.0,2092.0,35.71,3.57,39.29,0.0,17.86,0.0,0.0,0.0
300.0,1255.0,0.0,0.0,83.33,66.67,0.0,0.0,0.0,66.6666666666667
396.0,1657.0,0.5,0.0,97.0,65.0,0.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250.0,1046.0,0.0,0.0,62.5,52.5,2.5,0.0,0.0,75.0
536.0,2243.0,28.57,28.57,64.29,14.29,3.57,0.0,0.0,65.355
400.0,1674.0,14.55,2.73,60.0,21.82,9.09,0.1143,0.04572,3.62723214285715
375.0,1569.0,2.5,0.0,87.5,65.0,2.5,1.9685,0.7874,58.3333333333333
450.0,1883.0,22.5,12.5,70.0,42.5,5.0,1.016,0.4064,0.0
464.0,1941.0,17.86,0.0,60.71,17.86,17.86,0.635,0.254,56.452265625
